filename,BRCA2,RAF1,HRAS,PIK3CA,CHEK2,MYC,BRCA1,PTEN,STK11,PALB2,TP53,CDH1,ERBB2,case_id,uuid
90c4dd6e-a5cd-44fb-ad0c-8a27d88429c5.FPKM.txt.gz,1.183090209,13.8833387,16.89770584,5.760332616,1.267366718,25.50957364,1.731827502,9.68359705,5.077329587,4.224884322,13.72596903,484.0057455,44.43875387,a2db9dd1-44d5-48b5-817c-a21a85fadb21,TCGA-A1-A0SJ
b033c85a-2395-4ced-a84d-ac1fbce674bf.FPKM.txt.gz,4.336941013,11.96429518,61.73884447,2.942213176,8.279793251,87.40151242,6.551544809,6.120871868,3.514170935,3.91115139,83.31742588,23.96166262,1.560901221,a5b44d66-c162-46b5-9df2-86305f0385c5,TCGA-A1-A0SK
5fa88a87-e100-4fc5-bc26-995ad8191c8f.FPKM.txt.gz,0.816163099,11.61960516,20.50207685,3.603557651,2.347422213,19.24869389,2.579713286,8.451961628,7.531536188,3.67570394,25.46030468,91.19136789,738.3219498,0dc337fa-da8b-42c4-b9a7-fb76d81c161f,TCGA-A1-A0SN
e7c738b7-08e2-4616-abcb-173382854dbc.FPKM.txt.gz,5.139137292,49.09620298,6.288338513,8.040304104,6.882715016,63.75108551,8.612716859,6.12350762,5.949747563,14.12343044,59.74162983,38.23283867,52.31879569,6644fd4e-d2fe-4785-a73c-0f36fcc740e2,TCGA-A1-A0SO
555de98a-5925-41d0-8095-7ae42c480861.FPKM.txt.gz,1.394765895,10.34546836,33.72518172,3.643186166,4.036009419,80.37474425,4.115346203,2.275511572,8.929202588,5.259568905,4.870964748,104.9178703,14.88008365,a9bb8159-32f0-454c-a946-b3286a52b9d5,TCGA-A1-A0SP
9023df26-92cb-4dd9-8f2c-629dfaddd88b.FPKM.txt.gz,0.420246553,13.98776655,24.37080796,4.367262769,3.186543123,16.90608258,2.903387587,11.69543299,6.722733284,4.353604606,6.956884649,246.0762555,27.48847442,08de63a2-7b76-43c3-80dc-df748b1d81bc,TCGA-A1-A0SQ
ad6b6702-a1f1-4b1c-bd8a-8e2128c63a49.FPKM.txt.gz,0.523121484,13.25316852,14.10321278,3.574928209,2.125894272,26.0848604,1.491420063,9.277491228,7.772176065,6.259988579,32.9194845,55.67668008,30.51216313,197428f7-bd77-4c5f-8119-87157b5c35b9,TCGA-A2-A04N
5141c576-e074-4fe4-805e-d58eae3ee198.FPKM.txt.gz,1.114592162,7.884734224,22.20472947,193.0338354,4.44959069,11.15545925,0.134410628,7.584795993,3.840926336,3.080294574,5.006533357,13.76922926,11.16017417,ccd4a24b-d8cc-4686-9dee-c98b0c5a8d21,TCGA-A2-A04P
4dced115-7653-470d-b341-be1a447175db.FPKM.txt.gz,0.631637165,13.87906153,15.49585919,2.713341578,3.184603244,39.18473861,1.912473036,4.473974373,5.126204938,2.989679648,10.85217216,87.71245096,15.81822522,b5fba77b-1f50-4e71-95b2-566afba4bdd7,TCGA-A2-A04Q
e740e34f-31fe-4fe4-8965-4e9ec5ec50fd.FPKM.txt.gz,0.378662339,13.62791118,21.81677813,3.871181796,8.030312354,60.72137612,3.901431105,10.8733943,7.871315235,3.601329087,12.06023469,151.769663,35.45620403,f3a058b9-fb7f-4098-8f0e-83c2acfa1ed5,TCGA-A2-A04R
ee2002e1-39a4-4d50-9d37-1beea973830e.FPKM.txt.gz,3.92814215,33.68014158,16.47367142,5.072610333,7.12394358,44.8167912,0.183264041,4.881658873,4.382678959,4.042486811,52.01745383,166.6866161,23.40841827,b58ad350-5140-4fa8-bc2c-24bca8395f3a,TCGA-A2-A04T
59325a83-799e-4f38-aa82-a26b34e7e563.FPKM.txt.gz,0.524036329,8.60592934,15.62300048,1.099386106,8.298220547,47.47472813,7.55571646,9.721042793,7.61465886,2.989517557,3.208833952,18.91137692,9.636197224,1c3610f7-e0aa-48d7-9a27-0dbaf6e244f9,TCGA-A2-A04U
552e9a21-3493-4567-8d55-40e7f8009a5f.FPKM.txt.gz,0.563123363,13.24893466,16.30438477,2.516112236,1.69637854,25.77133117,1.628327585,8.649528355,6.020963731,3.875498393,20.02559427,49.52564483,43.93705128,64f67506-f2df-4f0a-b7be-29b4949e986a,TCGA-A2-A04V
7f08d0f0-7b1b-4ef0-a3ba-4bc12097a0bb.FPKM.txt.gz,0.756469479,9.92254505,17.23691884,2.048401417,3.216918016,12.08112798,0.544479956,6.497819885,4.875857395,1.819974149,16.36402187,110.833753,397.671538,00807dae-9f4a-4fd1-aac2-82eb11bf2afb,TCGA-A2-A04W
23721967-f211-4775-b90c-282126ef6286.FPKM.txt.gz,0.916437071,11.6620116,28.70465796,2.798964731,2.796849026,10.58499432,1.592931324,12.32106367,5.259186191,3.35069922,20.51305911,136.6957353,326.5351157,733a2a0f-b37a-4b81-b49e-3c0f30d1eb37,TCGA-A2-A04X
a62f2229-21de-4876-9735-062659ccdcbf.FPKM.txt.gz,0.942229586,12.92281519,36.13087512,2.370436627,1.493403065,17.43746118,2.032071187,6.500221009,6.596563166,2.841635592,17.57437618,144.9965323,32.72360879,9ce7ce09-4409-4fa3-9f78-b2b24716f860,TCGA-A2-A04Y
b71a52ae-68fb-47c3-89da-24a42e947a8c.FPKM.txt.gz,0.39715958,13.89123677,32.52361344,2.043765837,3.016990883,53.39291888,1.473173407,8.391629859,12.83775195,3.187519352,20.71330362,6.474367482,52.35676515,5aca16ca-4516-4e27-8249-6914029a7ebf,TCGA-A2-A0CK
1d293e9f-7672-428c-be8d-3d180c8e8590.FPKM.txt.gz,1.476756882,13.38626466,8.595394726,5.878930917,4.140904377,34.95871054,4.555954492,8.61265814,7.025660955,3.491004839,31.96227868,115.9518684,17.35938583,5c8983f2-9788-4dfa-971c-3ec457b6166e,TCGA-A2-A0CL
bd556315-a050-465f-9a41-bdebe7e3eb61.FPKM.txt.gz,1.781980324,17.67537475,25.00949992,5.869404158,4.450694083,148.4990092,2.971934563,13.58564358,5.226889011,4.611901951,50.30483008,76.7261825,12.51604966,eb2dbb4f-66b6-4525-8323-431970f7a64e,TCGA-A2-A0CM
51f23908-2796-4c07-82a8-21b8a717f84e.FPKM.txt.gz,0.267438606,14.24611472,15.25006661,2.994118645,1.357801391,92.49346604,0.97695683,7.355565059,12.84008634,2.725331829,14.64952564,8.082421112,55.3167069,8e54232d-d8bb-4612-8b0e-4feb076a60f9,TCGA-A2-A0CO
900a1913-f3b7-46ca-88be-c180a5fb5265.FPKM.txt.gz,0.219300337,11.51829475,23.7310383,2.375486626,1.306231311,25.29507675,0.502352387,10.58337024,7.696535443,2.910132155,32.26463035,39.34418486,28.9488394,fe15c48b-116d-461e-9b40-68514730fd18,TCGA-A2-A0CP
f4274249-5d92-402a-bce2-d28579e87f33.FPKM.txt.gz,0.505054777,11.73546198,22.45163205,1.566734715,2.318846981,7.070726469,1.50779603,9.550181196,6.93707863,3.254753413,29.07981169,58.86293949,32.09807191,ab34a9a2-d72d-4106-94fb-118844b1b60b,TCGA-A2-A0CQ
1e215a66-f961-4870-a370-4b945e1f7053.FPKM.txt.gz,0.321351658,9.140248226,37.95648154,1.327082299,2.838417156,24.07510419,0.650774399,6.977946517,12.51974805,1.950471784,23.75263456,15.44232171,20.90789138,4cf0f639-7940-48b6-8ea1-2a3494097cdb,TCGA-A2-A0CR
5c006621-470c-4d58-9c59-804988b955d9.FPKM.txt.gz,0.395867238,12.62031763,10.02038559,2.28562368,2.914361681,5.370360246,1.828567156,4.452379741,6.463757335,4.72065094,35.68796243,106.2284041,41.90183179,d071c16b-7cee-45ed-8ec9-612418143815,TCGA-A2-A0CS
1d7afc91-311c-4f26-9be0-b76ac284ee96.FPKM.txt.gz,0.900077501,18.23226879,25.90847606,4.74796338,3.01159523,83.33237607,4.641679167,7.849276374,5.239299517,5.368844915,12.14077116,191.2029751,76.26046303,378778d2-b331-4867-a93b-c64028c8b4c7,TCGA-A2-A0CT
d6238304-f96f-40ab-8d2c-d426a5e1ecf0.FPKM.txt.gz,0.482074246,10.81335937,19.87412617,3.600933089,2.0235887,20.45987783,3.99944995,6.506523483,6.753471059,3.070906207,11.58697478,388.212594,63.23567312,332423a7-8866-4ee3-b08f-3c8d7c16af80,TCGA-A2-A0CU
69e11cde-c26b-40d2-a3f5-b668ef590688.FPKM.txt.gz,0.296415292,16.80137221,10.63217636,3.712396196,2.244535981,35.30285719,0.561787764,11.15723987,6.542685832,3.437260815,20.97053346,61.58387361,26.5584145,ad7fcc89-82a3-48aa-8461-581c1a857677,TCGA-A2-A0CV
f288f879-8851-4adb-aff3-90c19dcf8b8c.FPKM.txt.gz,2.584985914,9.2110093,26.24960426,3.487984991,3.217598907,12.92302532,3.059076564,7.466761471,5.413467797,5.584947522,3.915855988,418.8039777,44.91382534,32efa6e8-6b19-480a-9d04-ace02e93318a,TCGA-A2-A0CW
f790ef4c-71bf-43a7-a610-4006a4c0a42c.FPKM.txt.gz,1.154394418,8.478929647,13.93285594,2.919790177,4.973450704,48.69658479,1.720696376,7.955525079,4.995420682,5.47055701,21.58430867,143.0782872,475.6338513,c744fc13-3aca-4245-9e24-abd368cc8bef,TCGA-A2-A0CX
91f35d16-88fd-4729-b4a8-09d26f20ad86.FPKM.txt.gz,0.374781664,21.8212471,11.84243754,2.361241034,3.089660707,70.50516048,0.603863159,9.813104149,4.862895123,3.328946482,27.83397407,78.65476585,16.84212755,757df7b0-4774-4493-98bf-999ded9ac86e,TCGA-A2-A0CY
34dd2d8f-6b3c-42ec-94c6-2c3eb75e8b91.FPKM.txt.gz,0.204460751,11.1611907,10.78711182,2.927022949,1.088671494,34.2578306,0.576607067,9.511290977,5.892336172,2.496028024,28.08519563,39.24648558,28.08428021,9f93ea0a-1687-44e0-9e8a-eeb4097d471c,TCGA-A2-A0CZ
0d604955-ce10-4fa9-ba8b-9417c5719653.FPKM.txt.gz,1.376490618,11.12628023,22.14024927,3.477525383,8.413251098,54.67053804,2.660475034,7.233794791,5.928946375,3.187784805,3.922240415,26.06040191,11.80429331,324bcba2-f6a4-45a6-807c-215bdffcca21,TCGA-A2-A0D0
15ea8c4e-2ee1-4aa4-89e5-6876e4b80381.FPKM.txt.gz,0.529771862,14.55691933,21.19827581,1.11445839,3.33103948,2.005371038,1.415809584,9.886163909,10.2656565,3.297840405,6.705939414,148.2156458,372.9123783,084c6aec-94f7-4090-8f3f-59fa9e89721a,TCGA-A2-A0D1
2b61282b-2240-4f72-b8ec-a6242c3fdac2.FPKM.txt.gz,0.775829348,13.26085336,15.27543973,3.712912019,12.73003439,45.82308803,0.533938641,2.519842465,4.946675421,4.696257252,8.948616039,62.8869361,17.55913169,99e32c59-aa73-43fa-88c9-399ddadb2c72,TCGA-A2-A0D2
757b49f6-849d-45d9-a182-4caa6c527fc2.FPKM.txt.gz,0.482491012,14.20786461,6.525676309,3.241089065,3.645415987,28.34831603,1.213139673,9.765331537,7.325643325,7.871332061,49.05560575,81.65622089,54.72682997,4a16429b-884f-4c95-8683-feeedf0d6a55,TCGA-A2-A0D3
8b178cb1-d22e-4657-80c6-d7efcddf43a6.FPKM.txt.gz,0.874869716,9.340465612,52.87440601,3.077673347,4.42971899,24.98068346,5.471506185,4.882029185,5.580353366,3.165649655,15.08386878,156.5617568,50.21895992,75113445-d2d6-44a0-866c-c9175e6d214b,TCGA-A2-A0D4
90d19c5c-f80b-454b-b776-99d13f01617e.FPKM.txt.gz,0.468378755,11.44547726,10.7208387,2.785189683,2.638100302,15.44126736,1.685061317,12.60749762,5.627792253,4.271888819,28.14918789,83.91547935,36.3422249,2fdfd287-d13c-4910-9788-73987d45908a,TCGA-A2-A0EM
b7d3f454-f36e-4ad0-bb40-8728ca3b240d.FPKM.txt.gz,0.635799554,12.4076993,10.55632015,4.540105232,1.492140911,13.9977638,1.035611765,8.843633713,5.804967214,3.204389876,18.99339875,3.607034951,30.96514197,5e670fec-8992-44bf-8657-f7f9a272306b,TCGA-A2-A0EN
e733093b-8a60-46d7-9ddd-ec8a82206126.FPKM.txt.gz,0.294939914,10.08150795,10.27943877,3.887440883,1.549909814,44.35094034,1.110718844,12.06153496,4.245574889,3.708441704,23.65973236,96.28130903,57.52433653,bf88ddf5-a6d4-498c-bf7f-db9bfabff72d,TCGA-A2-A0EO
3c8923de-0d68-4137-a5d9-657a77cac893.FPKM.txt.gz,0.672965979,12.17542253,11.58105207,2.773414081,2.824297888,39.59818403,1.120337013,7.907664246,9.955162914,2.538646021,17.0971248,1.841496456,10.98269901,670f5022-5066-48f1-8472-5670129a1e0f,TCGA-A2-A0EP
57e8b21e-eeb7-4f8e-a8b3-b6016bd37c96.FPKM.txt.gz,1.313155438,11.9499505,12.97917354,2.474270187,5.653073048,14.46285097,2.230858986,9.206678076,5.330712596,3.184333495,37.62328151,89.16494393,30.1461396,2192c1db-4718-4254-ba42-3ae7f30ad5a8,TCGA-A2-A0EQ
1f90a18e-1e38-4365-bbbe-9959fe96ef77.FPKM.txt.gz,1.262417668,12.74610486,27.79539798,5.409384107,1.952038335,11.06320658,3.261625293,9.068808951,3.924500083,3.680782207,10.87966744,156.605265,32.70548361,7455d832-ad66-40df-85d7-3a7051c4498d,TCGA-A2-A0ER
41f067e1-7d50-448c-86fd-bdad3824b2ec.FPKM.txt.gz,0.663195986,14.17819025,8.18736162,6.726859867,1.888028009,66.7066937,1.313548671,15.96448218,4.704690703,3.212618511,17.2508387,112.3686981,40.92605815,a2934508-3daf-49e2-b14f-ed9b7693f96f,TCGA-A2-A0ES
aa47670a-4c3f-468a-b2d3-9d7b1d60845e.FPKM.txt.gz,1.093207788,12.96226632,8.966953233,4.515595795,2.050621834,40.68820529,3.999321938,10.24193465,7.749187022,6.924983292,33.93184127,142.0003053,44.37718495,96f23d8a-be0f-4925-ba00-805dc293414c,TCGA-A2-A0ET
7e89a428-9132-4efa-b119-10241f0ecdcc.FPKM.txt.gz,0.973015793,12.86194264,16.23783718,5.165739615,2.246032159,45.38306007,3.584358722,10.7849734,6.583834527,6.715180651,31.01530664,199.1519895,30.48803716,c0427237-b476-4af4-b664-7bd479922ea5,TCGA-A2-A0EU
96b44e28-67a2-4781-a85b-c82fe528157d.FPKM.txt.gz,0.765736242,12.36510749,12.34340042,4.306269308,2.869989128,5.768705723,5.30290182,9.811637959,5.479296473,5.258498142,17.14935655,75.72723917,64.71998785,7032ec9c-e96b-4642-a7b6-d0aee7a3add2,TCGA-A2-A0EV
28973531-fd03-4f86-8cf5-4c6941560c37.FPKM.txt.gz,0.729688653,14.22303746,10.83815568,6.135145037,1.120480424,57.26611758,1.441204473,16.1660906,6.191939695,3.834664139,17.12785995,19.13413661,36.09173648,8d5fe6e8-d2cc-481f-a6a1-9cb6e7982cde,TCGA-A2-A0EW
fa43e80b-8b46-43d6-aaed-389cc4d535f6.FPKM.txt.gz,0.316579202,10.17334945,13.53497655,3.113529384,2.191818919,61.38112433,1.029261635,10.75230839,4.82437444,2.643126873,19.17456051,4.722155356,63.54167754,9d8702e1-1a36-4bca-85ab-5f11d58d7953,TCGA-A2-A0EX
70a755a4-250e-4b5c-a341-a63f1ff430ae.FPKM.txt.gz,2.099655206,12.04253825,10.50603351,3.172506612,3.02136221,9.309869407,2.402115389,5.798197015,5.029222897,4.322953369,26.66671085,164.3821854,493.3987243,d67cd793-2931-429a-9084-2f3c4c8be7ad,TCGA-A2-A0EY
d70033a1-9000-493f-9474-6e9e3f47b851.FPKM.txt.gz,1.439646636,16.98468764,10.78632688,4.66591667,3.301117524,77.16812008,1.998235686,13.36879894,6.916612124,3.607893989,42.24269948,65.95206748,21.39712347,12d31787-e54d-4729-ace8-9141043c92b8,TCGA-A2-A0ST
509529b1-8dbc-4abd-a037-84fa6c48575a.FPKM.txt.gz,0.24076757,15.0678322,7.894217505,3.740460218,1.125175388,34.92540511,1.795723281,9.12855268,5.96171117,5.606550524,18.81402341,62.07354793,46.3946484,c632675e-e8af-43cd-8744-5be3754c1c14,TCGA-A2-A0SU
71c3f9c6-9226-4a8f-910a-3cee62dbeb3c.FPKM.txt.gz,0.760066829,13.21454141,27.89977843,3.329769631,2.722855592,68.0237921,4.619945717,5.335868523,7.908129381,4.155690135,27.50748259,73.74028853,31.76078826,ad01259b-d858-40bc-a6ba-0bb06e996afb,TCGA-A2-A0SV
aee34477-7bfd-46c3-88a8-f3e7338a8444.FPKM.txt.gz,0.837291836,13.50479201,13.99073445,2.392983396,3.131195277,6.213301505,1.440508988,10.02674298,6.645366937,5.001626997,19.53884071,121.0808651,6.570072195,991e1427-3c01-423d-abfd-4584302ca72c,TCGA-A2-A0SW
111d998f-4133-436a-9990-64cb293a986e.FPKM.txt.gz,2.706186815,11.91318448,12.0969566,7.977483804,3.160779862,57.04526304,3.020805204,14.1396184,3.904081189,3.739637883,62.83759121,50.75619811,21.67585425,18d35983-ea6a-4b70-a209-9bef37595956,TCGA-A2-A0SX
5d6adefb-ceda-4ef2-a6b9-8077fd618ae6.FPKM.txt.gz,0.478261631,11.94877328,8.26623544,3.178787821,2.331030497,36.70790284,1.02727838,11.05198939,7.429519032,2.521443858,18.61577643,9.244485589,117.3096687,dc696e3c-f448-468f-a576-f4429be0338a,TCGA-A2-A0SY
d9b4ed1e-39fe-4378-a9f8-f5f74a284c57.FPKM.txt.gz,0.383312116,11.89512724,19.05084057,3.581694277,4.319559403,162.2896592,2.775841488,3.40900581,6.389416749,4.004994272,36.56237754,58.97910059,16.45682263,95c53f69-0f05-4348-822a-571f3d757001,TCGA-A2-A0T0
cadaaf79-d226-4eb9-a4ef-64cda5a1fe3e.FPKM.txt.gz,0.789524404,11.70697726,22.20391588,2.637587074,2.445746007,9.398312349,2.264283652,6.168275243,4.078684615,2.558195019,27.70378095,44.23925449,643.1402204,02bed00f-bef7-4fb7-b243-540354990e45,TCGA-A2-A0T1
e7dd2f36-adee-4be2-ae3c-39d7664055e2.FPKM.txt.gz,0.343260282,8.53159404,20.39137055,3.007039714,3.520054817,12.21924946,0.695042812,1.98684479,5.836993248,3.437992507,23.7521009,58.2859656,16.30770802,128d198e-9b22-427c-90db-3714455f3a17,TCGA-A2-A0T2
c8f22456-214f-4648-bf99-c2addece6502.FPKM.txt.gz,2.130089236,11.12105076,23.39156226,4.23816829,3.9098648,63.29996856,5.281904549,9.59748508,6.084763682,8.83320148,6.181664658,150.0677668,33.28545499,058dcb78-bed1-40c3-a6c2-a0cc40065531,TCGA-A2-A0T3
71857763-8175-4a80-8bf4-ebf3c5018151.FPKM.txt.gz,0.529434551,14.04207526,16.76116803,4.508465531,2.99988469,47.45955529,2.913998421,11.67130579,6.531754952,3.299557183,17.2499467,14.51289529,39.96970674,b0f8d698-a30e-4d8d-b0a2-a5a01fac8406,TCGA-A2-A0T4
22c16f46-950f-4389-bb16-b5cec4d8b94e.FPKM.txt.gz,0.678980136,13.80958346,10.18911862,3.000354882,4.688995901,56.3211071,2.308363186,9.704832535,8.264375745,5.832851241,44.56991447,50.98198121,46.17913069,36d77496-99f8-4911-ba7c-89fae32662aa,TCGA-A2-A0T5
8677d42c-aef1-444d-b9a2-0dbcced0e886.FPKM.txt.gz,0.462603677,13.11013559,9.034215734,5.450646325,0.916094217,37.52152052,1.14206922,13.39843572,6.068839896,3.740190709,19.91390514,25.45860558,60.06191572,08306ede-e74b-4be9-b768-7fd98647b6ac,TCGA-A2-A0T6
996000bc-080d-4559-80bf-c5059838622a.FPKM.txt.gz,0.631157211,18.29084709,17.5796839,4.69493763,2.03219283,30.98842263,2.683037875,13.1753953,5.651832456,4.795276862,28.28075843,162.7736739,37.27167434,43d5632e-7272-4aad-9496-7f5a99671223,TCGA-A2-A0T7
cbf61237-f5ba-4fa0-97be-e79e8e75a887.FPKM.txt.gz,0.983898113,13.98925388,10.26699888,4.322221737,2.995681572,17.64275365,3.654174879,23.57870663,6.746553061,5.855686969,13.937782,67.7030814,73.42407799,a1872011-b928-4189-ac02-e87506c20bca,TCGA-A2-A0YC
082418be-42c4-4717-95f4-755ed21d4366.FPKM.txt.gz,0.671826062,12.31626407,10.82933667,5.562064739,1.417081295,27.62012466,1.432477224,10.83438687,7.838548919,5.174880291,26.98842627,4.640525417,31.57337086,2c6adb12-380d-4710-a7e6-93d5a0e53289,TCGA-A2-A0YD
25de1c24-bb1d-40a7-b62f-b54d6184426c.FPKM.txt.gz,1.827721998,13.02000641,13.34637081,4.03975641,4.347410281,10.37727328,3.249080186,1.143512589,2.730397243,6.333054998,2.835837599,47.4463049,28.79937955,84a88e8d-1e65-4b88-aae6-bf4c7a7e4c33,TCGA-A2-A0YE
b0ae2bb5-9b1b-47a3-abc7-76c02bf8a229.FPKM.txt.gz,1.40603819,15.75735594,4.143108707,4.817888207,2.28592422,31.06166669,4.290673418,11.88565857,3.352817555,7.391204036,28.68041608,194.1881197,34.77523271,ae8c77fe-e6c8-44d5-8265-4a38c637bbef,TCGA-A2-A0YF
e3067466-096f-4bea-993f-b0469a7e11e3.FPKM.txt.gz,2.122433149,13.71504249,7.188350577,5.627254494,2.51709934,11.34665774,4.332240051,7.10688818,3.810564208,6.823971021,6.516788949,351.0126338,658.3285819,c0892598-1f7b-4f23-9cd8-731f797753d5,TCGA-A2-A0YG
249869f5-8812-410c-89f8-2b7df632ac85.FPKM.txt.gz,1.247219129,17.5217867,15.01637203,4.160640001,2.73187574,41.63389301,2.845893295,11.36491805,4.843743527,5.508523114,26.64719867,54.37818309,36.24510466,298d33da-15af-48cb-b30f-eaf54e7baa43,TCGA-A2-A0YH
a4cc111b-f49a-4aea-91ed-10e31c60d522.FPKM.txt.gz,0.505176296,12.56353276,4.504039414,8.018447592,2.295872391,18.82654432,1.020094337,9.073864548,4.842716696,4.174206133,21.24405563,134.3978406,30.03463519,72cd1b17-d349-4551-83f7-3062ce9db865,TCGA-A2-A0YI
5af9d74c-549b-4a44-8918-b80b4bc6fab4.FPKM.txt.gz,2.116071555,12.83751411,10.14077533,4.188019346,3.236303228,109.4135546,2.367787774,6.066034116,5.504741774,4.205633525,10.52709671,112.5925794,240.2439608,796b593f-5886-4a27-bf94-7ea8df325e1a,TCGA-A2-A0YJ
d464fbfd-a937-41d5-ae6c-e4ad47b25c07.FPKM.txt.gz,1.006860178,15.56596399,7.671572923,5.860132128,2.022924363,38.30861713,1.233918815,14.2172155,6.375655989,4.004859738,24.01160005,32.10801666,23.11513568,8f34cb4c-5798-47a0-89a1-f0ee26a8ae93,TCGA-A2-A0YK
b4219e05-aeeb-430d-9310-e6f1541e5ef1.FPKM.txt.gz,0.70633521,14.02931351,7.358708586,5.474157073,3.035112231,71.97119889,1.838914137,14.80374788,6.078126185,4.814767279,24.67396682,29.45085625,23.26216598,b205c89f-af62-4186-acad-ed23d243fa98,TCGA-A2-A0YL
fe86fbf3-07cb-4d29-bc2b-58c5fbcd275c.FPKM.txt.gz,2.192965879,14.21951963,8.01980729,7.356597872,3.589744741,118.8860233,1.903071974,7.483476951,6.354890526,6.050979129,24.43868045,66.44281768,21.11284681,5cbf0aea-ebb4-4005-bdd5-14ef2dc6826c,TCGA-A2-A0YM
eaa01a14-f563-4076-8696-9064c9397e6a.FPKM.txt.gz,1.399070017,21.32081165,11.83934474,7.730418695,2.683736553,23.46384258,3.434841182,9.222174464,5.049005881,5.430022588,25.77931879,352.1427141,32.10931145,14b95463-2108-4921-afc2-e29eef52b18f,TCGA-A2-A0YT
